"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"608116181917138944","","","2015-06-09 03:39:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","http://t.co/xPXnDB9oF0","","","","http://thelearningcurve.pearson.com/index/index-heat-map"
"607980990464720896","","","2015-06-08 18:42:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ChrisWeissCT: ""What causes creativity?""

#edchat #leadership #tlchat #creativity #innovation #entrepreneur #edtech #artsed #startup htt…","607746884657102850","1957767356","2015-06-08 03:12:03 +0000","http://twitter.com/ChrisWeissCT/status/607746884657102850/photo/1,http://twitter.com/ChrisWeissCT/status/607746884657102850/photo/1"
"607949885187477506","","","2015-06-08 16:38:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JanaMohrLone: Doing philosophy helps students to ask questions about any subject","607941028281262081","239641070","2015-06-08 16:03:30 +0000",""
"607949566604931072","","","2015-06-08 16:37:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @brainpicker: Why we ignore the obvious at our peril – the strange psychology of our willful blindness http://t.co/0riL9gftIN http://t.c…","607947451656491009","9207632","2015-06-08 16:29:02 +0000","http://buff.ly/1AXwWyX,http://twitter.com/brainpicker/status/607947451656491009/photo/1,http://buff.ly/1AXwWyX,http://twitter.com/brainpicker/status/607947451656491009/photo/1"
"607949492231487489","","","2015-06-08 16:37:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ConwayHall: Looking forward to @PeterSinger in conversation with @philosophybites this eve @ConwayHall http://t.co/oaYDINVwRa http://t.…","607942455846006784","187898937","2015-06-08 16:09:11 +0000","http://conwayhall.org.uk/event/how-to-be-an-effective-altruist/,http://twitter.com/ConwayHall/status/607942455846006784/photo/1,http://conwayhall.org.uk/event/how-to-be-an-effective-altruist/,http://twitter.com/ConwayHall/status/607942455846006784/photo/1"
"607902223230730240","","","2015-06-08 13:29:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ConwayHall: We’re using #MostGoodUCanDo for the @PeterSinger @philosophybites @givingwhatwecan event tonight. We have free wifi. http:/…","607888708998561792","187898937","2015-06-08 12:35:36 +0000","http://twitter.com/ConwayHall/status/607888708998561792/photo/1,http://twitter.com/ConwayHall/status/607888708998561792/photo/1"
"607886795309744128","","","2015-06-08 12:28:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","http://t.co/VcLiTGAlav","","","","http://www.edutopia.org/blog/benefits-mistakes-classroom-alina-tugend"
"607886344849899520","","","2015-06-08 12:26:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @openculture: The History of Philosophy (600 B.C.E. to 1935) Visualized in 2 Massive, 44-Foot High Diagrams http://t.co/46jaLagvHT http:…","607630869801476096","19826509","2015-06-07 19:31:03 +0000","http://goo.gl/aXo25A,http://twitter.com/openculture/status/607630869801476096/photo/1,http://goo.gl/aXo25A,http://twitter.com/openculture/status/607630869801476096/photo/1"
"607488324245286912","","","2015-06-07 10:04:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @StathisPsillos: We owe our modern conception of laws of nature to Descartes. Why did he need them? I claim: because he did away with po…","607487466166173696","3068008811","2015-06-07 10:01:13 +0000",""
"607166823004565506","","","2015-06-06 12:47:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @goodnewsfinland: #Education is as much about knowledge as it is about confidence, #happiness and a thirst for #learning http://t.co/A4o…","607070717029543936","89450951","2015-06-06 06:25:12 +0000","http://ow.ly/NU47e,http://ow.ly/NU47e"
"607160546459283456","","","2015-06-06 12:22:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @philosophybites: 'diverting money from healthcare to mysticism is extremely dangerous' http://t.co/VGzrxQe4r2","607083157930840064","37238862","2015-06-06 07:14:38 +0000","http://blogs.spectator.co.uk/spectator-surgery/2015/06/labour-is-up-to-its-neck-in-the-black-spider-memo-scandal-when-it-comes-to-homeopathy/,http://blogs.spectator.co.uk/spectator-surgery/2015/06/labour-is-up-to-its-neck-in-the-black-spider-memo-scandal-when-it-comes-to-homeopathy/"
"607160461746946048","","","2015-06-06 12:21:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CEOScel: Mental toughness session today with #scelfp #ahds - focus on resilience","607089001640677376","189654610","2015-06-06 07:37:51 +0000",""
"607042403091005440","","","2015-06-06 04:32:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SLTchat: Rural life isn't all sliding down hills in baths. How to support leaders in rural schools?VOTE http://t.co/eiJsJwAtVr http://t…","606949902120124416","282504743","2015-06-05 22:25:07 +0000","http://poll.fm/5b2ta,http://twitter.com/SLTchat/status/606949902120124416/photo/1,http://poll.fm/5b2ta,http://twitter.com/SLTchat/status/606949902120124416/photo/1"
"606895991573213184","","","2015-06-05 18:50:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Why change the education system that has been ranked as top quality? http://t.co/VdPrFqpuPq via @wordpressdotcom","","","","http://wp.me/p2lnPw-6h"
"606796670576259072","","","2015-06-05 12:16:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @DrJohnLTaylor: Would you support the introduction of Philosophy GCSE? Please fill in this short survey. https://t.co/AS0Yr92iTO","567368226678784000","92386305","2015-02-16 17:01:41 +0000","https://www.surveymonkey.com/s/Q769C3Z,https://www.surveymonkey.com/s/Q769C3Z"
"606772389763018752","","","2015-06-05 10:39:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @keithfrankish: Rejecting Evolutionary Psychology is Rejecting Evolution | Psychology Today http://t.co/7XdLmGlCcc","606606402262605824","52522040","2015-06-04 23:40:11 +0000","http://ow.ly/NTDpY,http://ow.ly/NTDpY"
"606769493944213504","","","2015-06-05 10:28:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @philosophybites: How important is wonder in our experience of art? Jesse Prinz on the Philosophy Bites podcast http://t.co/37l3pfeWkq","606762472964562945","37238862","2015-06-05 10:00:21 +0000","http://philosophybites.com/2015/05/jesse-prinz-on-art-and-emotion.html,http://philosophybites.com/2015/05/jesse-prinz-on-art-and-emotion.html"
"606675180107272192","","","2015-06-05 04:13:29 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Dan Dennett: The illusion of consciousness | Talk Video | http://t.co/5MRmYtX9QI http://t.co/nbwfkhSmaB","","","","http://TED.com,http://ow.ly/NTWXQ"
"606525591072980992","","","2015-06-04 18:19:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GuardianEdu: Women's college Barnard updates policy to admit transgender women http://t.co/B0oqcR9Nam","606509990220824576","24907913","2015-06-04 17:17:04 +0000","http://gu.com/p/49g4p,http://gu.com/p/49g4p"
"606516017465032704","","","2015-06-04 17:41:01 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Last Oxford vote on admitting female students - BBC News http://t.co/N3b8693pvk","","","","http://ow.ly/NSHY3"
"606506468947460096","","","2015-06-04 17:03:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","http://t.co/ACvKQHGl4U","","","","http://www.bbc.co.uk/programmes/articles/3vVjcY47k2p5Wsnj3ZFHV5W/a-history-of-ideas"
"606504060955598848","","","2015-06-04 16:53:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @philosophyfound: Pete is giving a workshop on this @EducationFest on June 19 https://t.co/bmvljpBtTU","606495287000100864","22465973","2015-06-04 16:18:39 +0000","https://twitter.com/InnovateMySchl/status/606463154042904576,https://twitter.com/InnovateMySchl/status/606463154042904576"
"606486501396905984","","","2015-06-04 15:43:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @philosophybites: Proof that Sartre and de Beauvoir were wrong about human nature http://t.co/oHfQqUzdxO","606484073347981312","37238862","2015-06-04 15:34:05 +0000","http://twitter.com/philosophybites/status/606484073347981312/photo/1,http://twitter.com/philosophybites/status/606484073347981312/photo/1"
"606428002642235392","","","2015-06-04 11:51:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GTCS_Tom: Carey says give students time and space for learning in schools, not just practising their teaching: school experience not te…","606402187049201664","57292117","2015-06-04 10:08:42 +0000",""
"606427626807394304","","","2015-06-04 11:49:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @NickMalkoutzis: Don't know where,don't know when, but I know we'll meet again, some sunny day #Tsipras #Juncker https://t.co/0WOYhsoOrC","606404935077392384","279642533","2015-06-04 10:19:37 +0000","https://twitter.com/Suanzes/status/606404536446689280,https://twitter.com/Suanzes/status/606404536446689280"
"606427393742536704","","","2015-06-04 11:48:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @learningjay: Michael Green ""Classrooms should be places of professional learning as well as pupil learning"". #TEAN","606406978571759616","245410346","2015-06-04 10:27:44 +0000",""
"606426681021235201","","","2015-06-04 11:46:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @learningjay: Schools as leaders of ITE student development and Mentors as facilitators of critical enquiry, not telling students what t…","606410801239498752","245410346","2015-06-04 10:42:56 +0000",""
"606425667979345920","","","2015-06-04 11:42:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Honesty and self-criticism!  https://t.co/4eqj9rCRp5","","","","https://twitter.com/GTCS_Tom/status/606416559767027712"
"606319453895323649","","","2015-06-04 04:39:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Emp_Exp_Philos: Blackburn on misunderstandings of Hume on practical reason - the role of emotion and reason in producing actions. http:…","536325836006502400","2789335365","2014-11-23 01:10:18 +0000","http://www.sas.ac.uk/videos-and-podcasts/philosophy/hume-s-legacy-misunderstanding-hume-case-practical-reason,http://www.sas.ac.uk/videos-and-podcasts/philosophy/hume-s-legacy-misunderstanding-hume-case-practical-reason"
"606153126949855232","","","2015-06-03 17:39:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @keithfrankish: Some perfectly healthy people can't remember their own lives http://t.co/bPxSleUmbg","606150348982616064","52522040","2015-06-03 17:27:59 +0000","http://ow.ly/NPI6Q,http://ow.ly/NPI6Q"
"606152915171049472","","","2015-06-03 17:38:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @InformedScot: Happy 50th Birthday @gtcs - a quiet, steady trailblazer that still leads the way &amp; sets standards for others across the w…","605776115613863938","1291150014","2015-06-02 16:40:55 +0000",""
"606143798830354432","","","2015-06-03 17:01:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @robfmac: #growthmindset 
To Download
http://t.co/ZOVphz6FRR (word)
http://t.co/Dtt2N4YRvd (pdf)
http://t.co/ZIgWzIvb2E (pages) http://t…","605846483842134018","20681827","2015-06-02 21:20:32 +0000","http://tinyurl.com/o2ocag6,http://tinyurl.com/nmh862g,http://tinyurl.com/pb9vvkv,http://twitter.com/robfmac/status/605130733141815296/photo/1,http://tinyurl.com/o2ocag6,http://tinyurl.com/nmh862g,http://tinyurl.com/pb9vvkv,http://twitter.com/robfmac/status/605130733141815296/photo/1"
"606143032270929920","606141608329940992","245410346","2015-06-03 16:58:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Great! Thank you. More later then...","","","",""
"606141291387359233","606140693644517376","245410346","2015-06-03 16:52:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Where can I find your presentation, please?","","","",""
"606140399225335808","606129017373229056","245410346","2015-06-03 16:48:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Wow! Thank you v. much. I'm very touched &amp; honoured. It is v. important to get our TEETH into ed issues.","","","",""
"606135219729612800","","","2015-06-03 16:27:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @learningjay: @macsharon @GlasgowUniHWB had a fantastic time talking all things Emotional/Social/mental health at Glasgow Uni today #PGD…","606130898044637184","245410346","2015-06-03 16:10:42 +0000",""
"606129299184349184","","","2015-06-03 16:04:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @educationgovuk: VIDEO: Nicky Morgan talks about new Education and Adoption Bill: http://t.co/tjszjfyXrH","606039092091097088","143039548","2015-06-03 10:05:53 +0000","http://twitter.com/educationgovuk/status/606039092091097088/video/1,http://twitter.com/educationgovuk/status/606039092091097088/video/1"
"606090659011948544","","","2015-06-03 13:30:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @philosophybites: Do the British stereotype French thinkers? http://t.co/tQefWKTaO3","606088719716777985","37238862","2015-06-03 13:23:06 +0000","http://standpointmag.co.uk/node/6067/full,http://standpointmag.co.uk/node/6067/full"
"606084152203603969","","","2015-06-03 13:04:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @learningjay: Brian now highlighting the role of teachers in relation to Bullying. This guy is talking the utterest sense. http://t.co/h…","606030966344282112","245410346","2015-06-03 09:33:36 +0000","http://twitter.com/learningjay/status/606030966344282112/photo/1,http://twitter.com/learningjay/status/606030966344282112/photo/1"
"606082786529800193","606029158817402880","245410346","2015-06-03 12:59:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Super. They'll enjoy working together on any project --they are similar: teeth, similar colours... We should include John too.","","","",""
"606079907450494976","","","2015-06-03 12:48:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GuardianTeach: ""A quick guide to the 2015 headteacher standards"" http://t.co/PztB1S2bU6 &lt;&lt; Handy synopsis for teachers","606050348944498688","221702605","2015-06-03 10:50:37 +0000","http://gu.com/p/49cgm/stw,http://gu.com/p/49cgm/stw"
"605993264580198401","605973983025078272","245410346","2015-06-03 07:03:47 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Pipi says 'hello!'. He is working on a Paper on the ethics of speciesism &amp; classroom inclusion. The boy is a leader.","","","",""
"605949297415221249","605817364580409344","245410346","2015-06-03 04:09:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Have fun with your talk today. It'll be great. I look forward to hearing more about it.","","","",""
"605812086984155137","605462079903023105","245410346","2015-06-02 19:03:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Enjoy: https://t.co/whAGq0roG3","","","","https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes?language=en"
"605809527452090369","605462079903023105","245410346","2015-06-02 18:53:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay  Haha! We can use your pictures to discuss certain aspects of the psychology of emotions.""","","","",""
"605796922121555968","","","2015-06-02 18:03:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Kari_Kivinen: THE CRITICAL QUESTIONS TEACHERS SHOULD ASK PRINCIPALS IN JOB INTERVIEWS!

 http://t.co/eKGNE0MbTV","605114759315394561","77735405","2015-05-31 20:52:55 +0000","http://www.brilliant-insane.com/2015/05/6-critical-questions-teachers-should-ask-principals-in-job-interviews.html?utm_content=buffer4387c&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,http://www.brilliant-insane.com/2015/05/6-critical-questions-teachers-should-ask-principals-in-job-interviews.html?utm_content=buffer4387c&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
"605765748133228545","","","2015-06-02 15:59:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @danieldennett: The least religious generation? @SDSU researchers think so. http://t.co/Dc0uKI427Z via @SDSU @EurekAlertAAAS   Just what…","605725336140181504","997629601","2015-06-02 13:19:08 +0000","http://eurekalert.org/e/6dc5,http://eurekalert.org/e/6dc5"
"605763325910081537","","","2015-06-02 15:50:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GuardianTeach: Looking for interesting school stories from teachers – want to write for us? Email sarah.marsh@theguardian.com","605745555101364224","221702605","2015-06-02 14:39:29 +0000",""
"605763079125671936","","","2015-06-02 15:49:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @David_S_Wilson: The Adapted Mind of an Evolutionary Psychologist: A Conversation with Debra Lieberman: https://t.co/pUkyzXR4dX","605746968569233408","370879693","2015-06-02 14:45:06 +0000","https://evolution-institute.org/article/the-adapted-mind-of-an-evolutionary-psychologist-a-conversation-with-debra-lieberman/?source=tvol,https://evolution-institute.org/article/the-adapted-mind-of-an-evolutionary-psychologist-a-conversation-with-debra-lieberman/?source=tvol"
"605759859330420736","","","2015-06-02 15:36:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @tonyfinnA: Congrats to the General Teaching Council for Scotland on reaching its 50th anniversary today. @gtcs @GTCSKen","605751787400888320","1287213548","2015-06-02 15:04:15 +0000",""
"605759680590184448","","","2015-06-02 15:35:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Very much needed.  https://t.co/LWPyKISN2x","","","","https://twitter.com/StathisPsillos/status/605756414863261696"
"605734227028647936","","","2015-06-02 13:54:28 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","How to be an Effective Altruist http://t.co/eMZ2TntFdG via @conwayhall","","","","http://conwayhall.org.uk/event/how-to-be-an-effective-altruist/"
"605728652123336704","","","2015-06-02 13:32:19 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","From Blake to Jessie: a 7-year-old's transgender story http://t.co/PuqE7kUz2Y","","","","http://gu.com/p/47zjf/stw"
"605659207422078976","","","2015-06-02 08:56:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thorough, balanced, and cogent https://t.co/OcWhMyfOZA","","","","https://twitter.com/Kari_Kivinen/status/605484945411350528"
"605593401304727552","605462079903023105","245410346","2015-06-02 04:34:52 +0000","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","@learningjay A bit emotional but hey... http://t.co/IxxlHxTGuo","","","","http://ow.ly/NKvzC"
"605591621195939840","605462079903023105","245410346","2015-06-02 04:27:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@learningjay Haha! You can use your pictures to discuss certain aspects of psychology of emotions.","","","",""
"605451082446323714","","","2015-06-01 19:09:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @microphilosophy: Scepticism is to be lived with, not overcome. The ice on which intellect skates is thin but it keeps us from drowning …","605385554449076225","21592033","2015-06-01 14:48:58 +0000","http://www.ft.com/cms/s/0/754432fa-f362-11e4-8141-00144feab7de.html?siteedition=uk,http://www.ft.com/cms/s/0/754432fa-f362-11e4-8141-00144feab7de.html?siteedition=uk"
"605450333482045441","","","2015-06-01 19:06:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ForumPhilosophy: On Free Speech | A panel discussion with Appignanesi, Langton, Law, McDonald | Tomorrow @ 6.30pm LSE. Details: http://…","605440211926032384","3246996364","2015-06-01 18:26:09 +0000","http://ow.ly/NJnKA,http://ow.ly/NJnKA"
"605432543542976512","","","2015-06-01 17:55:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","What do people think? https://t.co/KAsEEH3XpF","","","","https://twitter.com/GuardianEdu/status/605397310181396480"
"605431327920410624","","","2015-06-01 17:50:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @anitaleirfall: The secrets to limiting your mental fatigue. http://t.co/HBuEKYmlxO","605411502003245056","147637306","2015-06-01 16:32:04 +0000","http://www.fastcompany.com/3046771/limit-your-mental-fatigue,http://www.fastcompany.com/3046771/limit-your-mental-fatigue"
